id,s_novelty,s_transience,s_resonance,n_units_total,n_units_used,unit,cond
WXfjYvL0j5iHL8rllFn1,-3.1288077145814897,-0.4735513240098953,-2.6552563905715942,42,40,sentence,HH
WYnhagFwtR0bJ9vucGsm,-2.4598632287979125,-0.5909928512573243,-1.8688703775405884,27,25,sentence,HH
YprMqddWHK39musGQ4si,-3.1436961859464647,-0.7698691576719284,-2.373827028274536,42,40,sentence,HH
bF3wySQHXxUL66FkpR9w,-2.850093267582081,-0.6289729453899242,-2.221120322192157,29,27,sentence,HH
cUrf0q4FWuzVfOPnH1a7,-3.296733999738888,-0.8248522938514242,-2.471881705887464,51,49,sentence,HH
fIf2ccAs4ZpVTP7BBoxp,-2.7425695884795416,-0.7849683648064023,-1.9576012236731393,44,42,sentence,HH
fcEeCffFk5SmTIeQXKQN,-2.9433106142899086,-0.5795949903027765,-2.363715623987132,31,29,sentence,HH
h9mEvTqoZyrUb6cj1fxu,-2.8309983094533284,-0.7222487873501248,-2.108749522103204,47,45,sentence,HH
hPlwWqqkemjjNa4Ny4nr,-2.476515923227583,-0.7396072319575718,-1.736908691270011,30,28,sentence,HH
noaceHjzkirRMoHnkT4V,-3.658822210629781,-0.7443616032600403,-2.9144606073697408,62,60,sentence,HH
qVjn3NBZDrc5qwoYuKfa,-2.759371630847454,-0.6062417700886726,-2.1531298607587814,34,32,sentence,HH
r47jfYG4ULZMEexvVeqs,-3.6242686557769774,-0.9883812642097474,-2.63588739156723,52,50,sentence,HH
uSUBQk0ZgGhDzjY8qQwb,-2.6627482298092966,-0.4754915023461366,-2.18725672746316,41,39,sentence,HH
vtVEZIgMKoEkI6hoyJnd,-2.654456615447998,-0.92198819498862,-1.732468420459378,33,31,sentence,HH
xmFgQW5bh6PcMW6uXdYJ,-3.2867111236818376,-1.0203321210799678,-2.2663790026018695,33,31,sentence,HH
conv_59e8e9f9a5c64b0da5c6cff69389f0a7,-4.815372200682759,-1.3420457933098078,-3.4733264073729515,34,32,sentence,LLM-LLM-cross
conv_10fe9e02b6684523bc712a52a3984c46,-3.9696203470230103,-1.15155821121656,-2.8180621358064504,28,26,sentence,LLM-LLM-cross
conv_fc146e34673a45a6ada12ec05aa76010,-3.4696441221237184,-0.927154278755188,-2.5424898433685303,27,25,sentence,LLM-LLM-cross
conv_3c5e3a60ee1b4eaea033c9a0d6e8f8ca,-3.644113243619601,-1.2480525145928063,-2.3960607290267943,32,30,sentence,LLM-LLM-cross
conv_108e3acacfc546c69f78ed23326422ad,-2.7317661925366052,-0.4421773647007189,-2.2895888278358862,21,19,sentence,LLM-LLM-cross
conv_a36059d8ae814320a329548dc89aa43b,-4.15447325365884,-1.3617527995790757,-2.792720454079764,30,28,sentence,LLM-LLM-cross
conv_19eaed2c80bf427e9bd28e36eec61178,-3.6656807907696423,-1.059873757691219,-2.605807033078424,31,29,sentence,LLM-LLM-cross
conv_d9a78a11125c4b758f494ae262ca0c83,-3.2602389830130116,-0.7976063798975062,-2.4626326031155057,29,27,sentence,LLM-LLM-cross
conv_263a2d932bd1433fbdf29930eb8099a2,-3.8506683230400087,-0.590102763970693,-3.260565559069315,32,30,sentence,LLM-LLM-cross
conv_e9dec235b8e947e79ff7f30aecf07d58,-4.51838200561928,-0.7457073872739618,-3.7726746183453184,35,33,sentence,LLM-LLM-cross
conv_e1b18b080c424414aa29e1f9881dd347,-4.132087090185711,-0.937025968517576,-3.1950611216681346,37,35,sentence,LLM-LLM-cross
conv_70ad5af6ba2e48278bbd9a7aa749b9e7,-3.471517905112236,-0.8283631186331472,-2.6431547864790885,33,31,sentence,LLM-LLM-cross
conv_a95cc413c7a9403c874c54f6876aac85,-3.100299651806171,-0.4212877566997821,-2.679011895106389,28,26,sentence,LLM-LLM-cross
conv_bbf2e55bcb81453ea2de05d09ee4dc07,-4.021737400329474,-1.2404924287940515,-2.7812449715354224,35,33,sentence,LLM-LLM-cross
conv_738c5c614a6b466c83e6303ab32ab76e,-2.6952515017418635,-0.6976965240069798,-1.9975549777348836,23,21,sentence,LLM-LLM-cross
conv_6b38bb4874c74771bfda04d7ed388e44,-2.4784138321876528,-0.6064451336860657,-1.8719686985015869,22,20,sentence,LLM-LLM-cross
conv_309b09e10fad4b558c2f32e1082570b8,-4.051958951354027,-1.2558354407548904,-2.7961235105991364,22,20,sentence,LLM-LLM-cross
conv_c2cf7b6067f9441b993e3f5ee24bddaf,-2.0602306127548218,-0.5152683187933529,-1.544962293961469,19,17,sentence,LLM-LLM-cross
conv_767f4e012b974a319448f049fadb24ad,-3.0230678949091168,-0.9304404490523868,-2.09262744585673,20,18,sentence,LLM-LLM-cross
conv_df940bf192af442aa6b4f349f27381ef,-2.4864253222942354,-0.5799991428852082,-1.9064261794090271,22,20,sentence,LLM-LLM-cross
conv_72fde8484e8a4e16afb9921857f436b2,-2.894313325881958,-0.8066659450531006,-2.087647380828858,27,25,sentence,LLM-LLM-cross
conv_8219f2eeea97436b89e83b9d0c0c2924,-3.5090596885294527,-0.7351123142886806,-2.7739473742407723,39,37,sentence,LLM-LLM-cross
conv_2d25a75a60114aeaae4278b31d9a4888,-3.4296515713135403,-0.8232408414284388,-2.606410729885101,32,30,sentence,LLM-LLM-cross
conv_14c1e580bdf849408b4269db5c18f37c,-3.1434458169070156,-0.607392506165938,-2.5360533107410776,24,22,sentence,LLM-LLM-cross
conv_4ca58b2f432a41999edd2b838d3d9303,-3.5847108133377565,-0.8706068492704823,-2.7141039640672746,33,31,sentence,LLM-LLM-cross
conv_88eeb9c94b974c70b4689ec6d341ed7e,-3.994154669344425,-0.8456792399287224,-3.148475429415703,42,40,sentence,LLM-LLM-cross
conv_7d0c7e3f0c0042ba91e42ff0f61cb2e5,-4.3005772635743424,-0.7681880351659414,-3.532389228408401,39,37,sentence,LLM-LLM-cross
conv_884ea79d232948278265718c7635dc12,-3.269863247871399,-0.7908852611269269,-2.478977986744472,30,28,sentence,LLM-LLM-cross
conv_489f8d2f9d644f51a1d0a683b96619e9,-3.3828903395554115,-0.3656834405044029,-3.0172068990510086,31,29,sentence,LLM-LLM-cross
conv_50252ebdc1f84074acbc130461dc3683,-2.9159762444703476,-0.685778436453446,-2.230197808016902,25,23,sentence,LLM-LLM-cross
conv_8ea182b6c2774c32bc711851e0f33eba,-3.4926207860310874,-0.6481510758399963,-2.844469710191091,32,30,sentence,LLM-LLM-cross
conv_3ee73234754240d09f68987462dae67e,-3.8817110830737698,-0.7193451004643594,-3.1623659826094106,33,31,sentence,LLM-LLM-cross
conv_83f444d58cbd443c82f6355d878e7595,-3.324376823725524,-0.8234209948115878,-2.500955828913936,29,27,sentence,LLM-LLM-cross
conv_5f36f11261f64de08500e33268032467,-4.144659810775035,-1.0597695595509298,-3.084890251224105,39,37,sentence,LLM-LLM-cross
conv_6206a6e804514f058bf50b018b0f47e8,-4.001904322255042,-1.1377847540763115,-2.864119568178731,33,31,sentence,LLM-LLM-cross
conv_28251d850afb41a79b06bb6449c3d4e9,-3.354035800503146,-0.4863979278072234,-2.867637872695923,33,31,sentence,LLM-LLM-cross
conv_b90e5cfa7ee6419ea19c6a8c24df0071,-3.1793023072756252,-0.3550318158589877,-2.824270491416638,28,26,sentence,LLM-LLM-cross
conv_eaa2de1e38814f44930c459404db4f15,-3.813898430151098,-1.0475428244646858,-2.766355605686412,36,34,sentence,LLM-LLM-cross
conv_765d21e393c94b72a40f7dbd24491f2b,-3.4211502484977245,-0.6215582974255085,-2.799591951072216,34,32,sentence,LLM-LLM-cross
conv_4cba6a3404684bc3810c44422a4d6e3f,-2.962283056357811,-0.4955940698755198,-2.4666889864822914,31,29,sentence,LLM-LLM-cross
conv_26a2298978e547019b534db871b6cf78,-3.377134547151368,-0.799204984615589,-2.577929562535779,31,29,sentence,LLM-LLM-cross
conv_71cc822bdd1b40f8a24788e4a599b9bf,-3.016942808628082,-0.6155982661247253,-2.401344542503357,27,25,sentence,LLM-LLM-cross
conv_3d0353b65e974fb7958a2c29e0d2c66a,-2.324304096839007,-0.3879871999516207,-1.9363168968873865,19,17,sentence,LLM-LLM-cross
conv_f8fbf3f7fdc54bf498ebaf712a9b713d,-2.7565033902292666,-0.9436012091843978,-1.8129021810448689,25,23,sentence,LLM-LLM-cross
conv_9e9742396c7348699e424c6395ccc5af,-2.839631572365761,-0.612184410293897,-2.2274471620718637,26,24,sentence,LLM-LLM-cross
conv_570e2a67563b434582c0bfdc39f67b8c,-2.230939583344893,-0.3168064897710627,-1.9141330935738303,13,11,sentence,LLM-LLM-cross
conv_178fdc669d7648bdb7e69ddfdf0712c7,-2.9772948622703552,-0.3946673490784385,-2.5826275131919165,24,22,sentence,LLM-LLM-cross
conv_9a9c64571a5545249de7c0a5f7dfacdc,-2.063143774867058,-0.5009773224592209,-1.562166452407837,18,16,sentence,LLM-LLM-cross
conv_0a3189321e4e43098c5ef999160bfdb6,-3.482160580158234,-0.7489642977714539,-2.7331962823867797,37,35,sentence,LLM-LLM-cross
conv_0ac572991bf944eca5bed3e16af30e88,-3.555413545880999,-0.7025783164160592,-2.8528352294649397,37,35,sentence,LLM-LLM-cross
conv_b1103c3eb863432c8384c8627a660ac3,-2.892664462327957,-0.7653445402781168,-2.1273199220498404,26,24,sentence,LLM-LLM-cross
conv_fa0c65b91afc4c389eb874f7308d5faa,-3.1953880058394537,-0.6386320458518134,-2.5567559599876404,20,18,sentence,LLM-LLM-cross
conv_ff28321c0fb7441983508badf01ffec0,-3.0371929310983226,-0.5738577977303536,-2.463335133367969,33,31,sentence,LLM-LLM-cross
conv_80e76b8190a44320ad030386848d8583,-2.938868918589183,-0.6546647676399776,-2.2842041509492055,30,28,sentence,LLM-LLM-cross
conv_9bf252460d2c4d33b9825102bb13f941,-3.0524987825031937,-0.7159361489887895,-2.3365626335144043,31,29,sentence,LLM-LLM-cross
conv_a2884b1c2b4643ff81fc3e5b2e2a60dd,-2.991451821543954,-0.7812637849287554,-2.2101880366151985,24,22,sentence,LLM-LLM-cross
conv_b505123883ea44d4876074bd58653b6e,-1.8546881357828775,-0.4414275328318278,-1.4132606029510495,17,15,sentence,LLM-LLM-cross
conv_5930186763964b21a8ee6b2029332369,-3.570568921389403,-0.8165112689689353,-2.754057652420468,29,27,sentence,LLM-LLM-cross
conv_bdeda53e95f04cf1b3e5c13f96aa99ff,-2.7962412900394864,-0.4810724258422851,-2.3151688641972012,20,18,sentence,LLM-LLM-cross
conv_eee2c108934a448ab74cfc6912355a25,-2.0397689597947255,-0.742079496383667,-1.2976894634110587,16,14,sentence,LLM-LLM-cross
conv_50c637b27c884729805590022a0ead05,-2.5886438298225403,-0.5612646126747132,-2.027379217147827,27,25,sentence,LLM-LLM-cross
conv_03e7d9284cf44e8fb61638e54df896e5,-2.369131016731262,-1.0280178546905518,-1.3411131620407104,22,20,sentence,LLM-LLM-cross
conv_87816233df544a0b937267963defe581,-2.218072685930464,-0.591263837284512,-1.626808848645952,20,18,sentence,LLM-LLM-cross
conv_a4ed21f7ca104807b9a9d0ad3306b343,-2.4069864392280578,-0.4900656938552856,-1.916920745372772,22,20,sentence,LLM-LLM-cross
conv_6555ccef181c4b31b37d68cee3d3698b,-2.300169744274833,-0.7991134145043113,-1.5010563297705215,24,22,sentence,LLM-LLM-cross
conv_0ac4c30d744042fea1e4c338507d1c33,-2.529717899504162,-0.5390228657495408,-1.9906950337546212,23,21,sentence,LLM-LLM-cross
conv_24476b5202864b1ab56881db9d44f19e,-2.2624476018704867,-0.4232378131464908,-1.839209788723996,21,19,sentence,LLM-LLM-cross
conv_c99b39f56f074087a26247b0b7ac2163,-1.7152599891026814,-0.2970686952273051,-1.4181912938753765,14,12,sentence,LLM-LLM-cross
conv_2a126ff186074443bd5a0d03e8976c30,-2.8820446687085286,-0.7301171634878431,-2.151927505220686,30,28,sentence,LLM-LLM-cross
conv_dc57b3449b8a4ae9a2595f66199ff7ad,-1.2350267469882965,-0.3264245986938476,-0.9086021482944489,6,4,sentence,LLM-LLM-cross
conv_45ef4ab1c6034ce7bb6939a519fca4db,-1.877692433503958,-0.466932150033804,-1.4107602834701538,15,13,sentence,LLM-LLM-cross
conv_04eca406e5114ba4ae5938ba19a52e8d,-1.7541078090667723,-0.4282624642054239,-1.3258453448613483,17,15,sentence,LLM-LLM-cross
conv_51d774c5fb2f42139ec505986712395b,-1.7530130810207791,-0.8905542294184366,-0.8624588516023424,11,9,sentence,LLM-LLM-cross
conv_bb18393399c2480f8f1c02dd58a30e00,-0.8331711292266846,-0.1116788387298584,-0.7214922904968262,3,1,sentence,LLM-LLM-cross
conv_154bc605357247a684642fbdc77fb8cc,-1.592379396611994,-0.2842335700988769,-1.308145826513117,13,11,sentence,LLM-LLM-cross
conv_6b3761f56ece495e8fa32d18e652921e,-1.9753451744715371,-1.6970656315485635,-0.2782795429229736,17,15,sentence,LLM-LLM-cross
conv_99564fb0e40f4012a3d98e028e94d014,-3.03612311133023,-0.659685009512408,-2.3764381018178216,31,29,sentence,LLM-LLM-cross
conv_db27495265644fc88789058fc40bf4f7,-2.033473319477505,-0.3854242430792914,-1.6480490763982136,20,18,sentence,LLM-LLM-cross
conv_4f8dd055daf24e77a953e5a4974ccb10,-2.713963994273433,-0.5421763746826737,-2.1717876195907593,29,27,sentence,LLM-LLM-cross
conv_63904aa4d0f6426d8d4f7fc7e059f011,-3.1002868943744235,-0.8296405408117506,-2.270646353562673,29,27,sentence,LLM-LLM-cross
conv_218db07ebe0d4941915e4d31848a9bb3,-2.51153462347777,-0.7165654249813246,-1.794969198496445,25,23,sentence,LLM-LLM-cross
conv_447ec2808e22481cbc3ffac9441e62ec,-2.891440448852686,-0.858688663977843,-2.032751784874842,28,26,sentence,LLM-LLM-cross
conv_820170dc479945598aabc2329d0923e5,-2.848268418312073,-2.0776867866516113,-0.7705816316604615,27,25,sentence,LLM-LLM-cross
conv_eed72ce1cdf74fce9cdeff745a0f39b5,-3.417946006021192,-0.8060128131220418,-2.61193319289915,33,31,sentence,LLM-LLM-cross
conv_90e60b7b04cf4c65ac93d42f943fa553,-2.969038942167836,-0.5665217945652623,-2.4025171476025737,33,31,sentence,LLM-LLM-cross
conv_fb58032555404b07a98fd239af3a58e0,-3.211801821986834,-0.6804479310909907,-2.5313538908958435,26,24,sentence,LLM-LLM-cross
conv_34a66c99abe94e008bacb405e83c8f3f,-3.0221481838009576,-0.6248844401402907,-2.3972637436606665,24,22,sentence,LLM-LLM-cross
conv_5da754b0290141cc80c4b676ad446ab6,-3.188564717769623,-0.7862692594528198,-2.402295458316803,32,30,sentence,LLM-LLM-cross
conv_c04ea564ba1a40c9807f05507bdc7b82,-3.014316532346937,-0.662953981646785,-2.3513625507001525,29,27,sentence,LLM-LLM-cross
conv_320368511ab74cf597669a178dd61b34,-3.2644504070281983,-0.7462649663289388,-2.5181854406992596,32,30,sentence,LLM-LLM-cross
conv_b8bd22f858184e799a46041b7a367ef2,-3.322932401465045,-0.8646065468589464,-2.458325854606098,38,36,sentence,LLM-LLM-cross
conv_1ef503f8e6804a4e93cf8f206c4aee03,-3.2722296211868525,-0.7987734097987413,-2.473456211388111,34,32,sentence,LLM-LLM-cross
conv_18e7fa5664874ead8907eb3433b94eb5,-2.930974085416113,-0.6171528015817914,-2.3138212838343213,30,28,sentence,LLM-LLM-cross
conv_24978713ad074a04a9ea3ef06c1372f5,-2.657162590460344,-0.648109192197973,-2.009053398262371,24,22,sentence,LLM-LLM-cross
conv_e9071688131c4ce89808855b1b96ae02,-2.903131780800996,-0.8299937424836336,-2.0731380383173623,29,27,sentence,LLM-LLM-cross
conv_4c0bdefc8e1b4445bc06b61b85a48ccc,-3.021160092949867,-0.9052386045455932,-2.115921488404274,22,20,sentence,LLM-LLM-cross
conv_9778f6dd55374d96b95ce19447631fdf,-2.6464103034564426,-0.4865519191537584,-2.159858384302684,16,14,sentence,LLM-LLM-cross
conv_086bf9d86dea469dbc971214928f5ec2,-2.306189468928746,-0.5367491699400402,-1.7694402989887057,23,21,sentence,LLM-LLM-cross
conv_d67884e4c9c04edc8f594156de7976ec,-2.0520448088645935,-1.2326658219099045,-0.819378986954689,20,18,sentence,LLM-LLM-cross
conv_1d9fc40aeae945d5bd47f9580152b4be,-2.938384398818016,-0.7227194011211395,-2.2156649976968765,18,16,sentence,LLM-LLM-cross
conv_15296c71080a4ec0a92f255ebb3995a2,-2.137560620903969,-0.4410322085022926,-1.6965284124016762,18,16,sentence,LLM-LLM-cross
conv_18968c3dc28349bca7a0aa79a18a1e67,-2.6050333001396875,-0.6545297232541171,-1.95050357688557,24,22,sentence,LLM-LLM-cross
conv_36f85df67b4b4051a6b71b346809e18b,-3.0215756913711287,-0.7867442677760946,-2.234831423595034,31,29,sentence,LLM-LLM-cross
conv_0df93b0a16cc43bc81ca20dd9e9eb410,-3.557432566370283,-1.220257363149098,-2.337175203221185,30,28,sentence,LLM-LLM-cross
conv_83e51c6a6de5457abd7ec3c607dd3d43,-3.0310956989896707,-0.7971422312588528,-2.233953467730818,31,29,sentence,LLM-LLM-cross
conv_849f626d0c914b818c0c911f43a97514,-3.6257524291674295,-1.1388917565345764,-2.486860672632853,29,27,sentence,LLM-LLM-cross
conv_89c76f5f7f3a4f5ab81db81e505218b0,-3.195693662762642,-0.7576563368240993,-2.438037325938543,32,30,sentence,LLM-LLM-cross
conv_6c04f338e4884130b378135748ddfd19,-3.1984096198312697,-0.7229643646747835,-2.4754452551564863,33,31,sentence,LLM-LLM-cross
